Line,Sex,Rep,Age,Block,Temperature
391,Female,17,67,1,18C
391,Female,17,92,1,18C
391,Male,17,29,1,18C
391,Male,17,95,1,18C
391,Male,17,130,1,18C
391,Female,18,21,1,18C
391,Female,18,92,1,18C
391,Female,18,123,1,18C
391,Male,18,5,1,18C
391,Male,18,92,1,18C
391,Male,18,92,1,18C
391,Female,19,92,1,18C
391,Female,19,104,1,18C
391,Female,19,110,1,18C
391,Male,19,5,1,18C
391,Male,19,91,1,18C
391,Male,19,.,1,18C
391,Female,20,71,1,18C
391,Female,20,91,1,18C
391,Female,20,96,1,18C
391,Male,20,96,1,18C
391,Male,20,98,1,18C
391,Male,20,118,1,18C
391,Female,21,96,1,18C
391,Female,21,96,1,18C
391,Female,21,.,1,18C
391,Male,21,42,1,18C
391,Male,21,82,1,18C
391,Male,21,96,1,18C
391,Female,22,75,1,18C
391,Female,22,88,1,18C
391,Female,22,125,1,18C
391,Male,22,77,1,18C
391,Male,22,81,1,18C
391,Male,22,91,1,18C
391,Female,23,77,1,18C
391,Female,23,81,1,18C
391,Female,23,88,1,18C
391,Male,23,77,1,18C
391,Male,23,96,1,18C
391,Male,23,97,1,18C
391,Female,24,89,1,18C
391,Female,24,89,1,18C
391,Female,24,89,1,18C
391,Male,24,89,1,18C
391,Male,24,130,1,18C
391,Male,24,.,1,18C
392,Female,1,94,2,18C
392,Female,1,97,2,18C
392,Female,1,.,2,18C
392,Male,1,73,2,18C
392,Male,1,94,2,18C
392,Male,1,.,2,18C
392,Female,2,54,2,18C
392,Female,2,73,2,18C
392,Female,2,73,2,18C
392,Male,2,50,2,18C
392,Male,2,73,2,18C
392,Male,2,101,2,18C
392,Female,3,12,2,18C
392,Female,3,66,2,18C
392,Female,3,.,2,18C
392,Male,3,50,2,18C
392,Male,3,50,2,18C
392,Male,3,108,2,18C
392,Female,4,74,2,18C
392,Female,4,94,2,18C
392,Female,4,.,2,18C
392,Male,4,83,2,18C
392,Male,4,88,2,18C
392,Male,4,.,2,18C
392,Female,5,59,2,18C
392,Female,5,82,2,18C
392,Female,5,.,2,18C
392,Male,5,80,2,18C
392,Male,5,83,2,18C
392,Male,5,.,2,18C
392,Female,6,66,2,18C
392,Female,6,73,2,18C
392,Female,6,80,2,18C
392,Male,6,50,2,18C
392,Male,6,67,2,18C
392,Male,6,73,2,18C
392,Female,7,73,2,18C
392,Female,7,84,2,18C
392,Female,7,.,2,18C
392,Male,7,47,2,18C
392,Male,7,78,2,18C
392,Male,7,105,2,18C
392,Female,8,.,2,18C
392,Female,8,.,2,18C
392,Female,8,.,2,18C
392,Male,8,.,2,18C
392,Male,8,.,2,18C
392,Male,8,.,2,18C
392,Female,9,.,2,18C
392,Female,9,.,2,18C
392,Female,9,.,2,18C
392,Male,9,.,2,18C
392,Male,9,.,2,18C
392,Male,9,.,2,18C
392,Female,10,23,2,18C
392,Female,10,84,2,18C
392,Female,10,119,2,18C
392,Male,10,47,2,18C
392,Male,10,84,2,18C
392,Male,10,.,2,18C
392,Female,11,79,2,18C
392,Female,11,84,2,18C
392,Female,11,99,2,18C
392,Male,11,72,2,18C
392,Male,11,73,2,18C
392,Male,11,77,2,18C
392,Female,12,3,2,18C
392,Female,12,53,2,18C
392,Female,12,98,2,18C
392,Male,12,80,2,18C
392,Male,12,93,2,18C
392,Male,12,.,2,18C
392,Female,13,42,2,18C
392,Female,13,108,2,18C
392,Female,13,109,2,18C
392,Male,13,80,2,18C
392,Male,13,84,2,18C
392,Male,13,103,2,18C
392,Female,14,53,2,18C
392,Female,14,63,2,18C
392,Female,14,80,2,18C
392,Male,14,54,2,18C
392,Male,14,63,2,18C
392,Male,14,63,2,18C
392,Female,15,24,2,18C
392,Female,15,73,2,18C
392,Female,15,133,2,18C
392,Male,15,68,2,18C
392,Male,15,73,2,18C
392,Male,15,73,2,18C
392,Female,16,62,2,18C
392,Female,16,90,2,18C
392,Female,16,94,2,18C
392,Male,16,63,2,18C
392,Male,16,70,2,18C
392,Male,16,73,2,18C
392,Female,17,63,2,18C
392,Female,17,67,2,18C
392,Female,17,75,2,18C
392,Male,17,66,2,18C
392,Male,17,67,2,18C
392,Male,17,75,2,18C
392,Female,18,66,2,18C
392,Female,18,69,2,18C
392,Female,18,91,2,18C
392,Male,18,67,2,18C
392,Male,18,70,2,18C
392,Male,18,70,2,18C
392,Female,19,49,2,18C
392,Female,19,50,2,18C
392,Female,19,50,2,18C
392,Male,19,50,2,18C
392,Male,19,50,2,18C
392,Male,19,50,2,18C
392,Female,20,67,2,18C
392,Female,20,70,2,18C
392,Female,20,99,2,18C
392,Male,20,52,2,18C
392,Male,20,56,2,18C
392,Male,20,67,2,18C
392,Female,21,58,2,18C
392,Female,21,59,2,18C
392,Female,21,91,2,18C
392,Male,21,64,2,18C
392,Male,21,105,2,18C
392,Male,21,105,2,18C
392,Female,22,50,2,18C
392,Female,22,66,2,18C
392,Female,22,112,2,18C
392,Male,22,50,2,18C
392,Male,22,53,2,18C
392,Male,22,86,2,18C
392,Female,23,66,2,18C
392,Female,23,67,2,18C
392,Female,23,115,2,18C
392,Male,23,74,2,18C
392,Male,23,80,2,18C
392,Male,23,.,2,18C
392,Female,24,64,2,18C
392,Female,24,91,2,18C
392,Female,24,101,2,18C
392,Male,24,63,2,18C
392,Male,24,64,2,18C
392,Male,24,66,2,18C
399,Female,1,80,1,18C
399,Female,1,84,1,18C
399,Female,1,.,1,18C
399,Male,1,55,1,18C
399,Male,1,66,1,18C
399,Male,1,.,1,18C
399,Female,2,39,1,18C
399,Female,2,78,1,18C
399,Female,2,81,1,18C
399,Male,2,35,1,18C
399,Male,2,99,1,18C
399,Male,2,119,1,18C
399,Female,3,78,1,18C
399,Female,3,88,1,18C
399,Female,3,.,1,18C
399,Male,3,83,1,18C
399,Male,3,85,1,18C
399,Male,3,.,1,18C
399,Female,4,76,1,18C
399,Female,4,81,1,18C
399,Female,4,84,1,18C
399,Male,4,63,1,18C
399,Male,4,95,1,18C
399,Male,4,123,1,18C
399,Female,5,11,1,18C
399,Female,5,76,1,18C
399,Female,5,106,1,18C
399,Male,5,109,1,18C
399,Male,5,116,1,18C
399,Male,5,.,1,18C
399,Female,6,63,1,18C
399,Female,6,63,1,18C
399,Female,6,63,1,18C
399,Male,6,95,1,18C
399,Male,6,102,1,18C
399,Male,6,106,1,18C
399,Female,7,63,1,18C
399,Female,7,78,1,18C
399,Female,7,.,1,18C
399,Male,7,60,1,18C
399,Male,7,78,1,18C
399,Male,7,109,1,18C
399,Female,8,39,1,18C
399,Female,8,75,1,18C
399,Female,8,76,1,18C
399,Male,8,42,1,18C
399,Male,8,46,1,18C
399,Male,8,76,1,18C
399,Female,9,71,1,18C
399,Female,9,95,1,18C
399,Female,9,95,1,18C
399,Male,9,39,1,18C
399,Male,9,95,1,18C
399,Male,9,.,1,18C
399,Female,10,62,1,18C
399,Female,10,116,1,18C
399,Female,10,.,1,18C
399,Male,10,62,1,18C
399,Male,10,139,1,18C
399,Male,10,141,1,18C
399,Female,11,25,1,18C
399,Female,11,60,1,18C
399,Female,11,63,1,18C
399,Male,11,42,1,18C
399,Male,11,46,1,18C
399,Male,11,62,1,18C
399,Female,12,35,1,18C
399,Female,12,62,1,18C
399,Female,12,64,1,18C
399,Male,12,33,1,18C
399,Male,12,74,1,18C
399,Male,12,83,1,18C
399,Female,13,70,1,18C
399,Female,13,78,1,18C
399,Female,13,103,1,18C
399,Male,13,89,1,18C
399,Male,13,92,1,18C
399,Male,13,103,1,18C
399,Female,14,92,1,18C
399,Female,14,96,1,18C
399,Female,14,98,1,18C
399,Male,14,96,1,18C
399,Male,14,99,1,18C
399,Male,14,103,1,18C
399,Female,15,64,1,18C
399,Female,15,74,1,18C
399,Female,15,82,1,18C
399,Male,15,103,1,18C
399,Male,15,103,1,18C
399,Male,15,103,1,18C
399,Female,16,70,1,18C
399,Female,16,73,1,18C
399,Female,16,.,1,18C
399,Male,16,73,1,18C
399,Male,16,74,1,18C
399,Male,16,87,1,18C
399,Female,17,61,1,18C
399,Female,17,62,1,18C
399,Female,17,63,1,18C
399,Male,17,87,1,18C
399,Male,17,90,1,18C
399,Male,17,101,1,18C
399,Female,18,81,1,18C
399,Female,18,81,1,18C
399,Female,18,90,1,18C
399,Male,18,59,1,18C
399,Male,18,84,1,18C
399,Male,18,87,1,18C
399,Female,19,73,1,18C
399,Female,19,80,1,18C
399,Female,19,87,1,18C
399,Male,19,7,1,18C
399,Male,19,82,1,18C
399,Male,19,95,1,18C
399,Female,20,84,1,18C
399,Female,20,87,1,18C
399,Female,20,87,1,18C
399,Male,20,87,1,18C
399,Male,20,91,1,18C
399,Male,20,98,1,18C
399,Female,21,18,1,18C
399,Female,21,52,1,18C
399,Female,21,66,1,18C
399,Male,21,95,1,18C
399,Male,21,97,1,18C
399,Male,21,.,1,18C
399,Female,22,80,1,18C
399,Female,22,81,1,18C
399,Female,22,95,1,18C
399,Male,22,4,1,18C
399,Male,22,81,1,18C
399,Male,22,84,1,18C
399,Female,23,66,1,18C
399,Female,23,68,1,18C
399,Female,23,87,1,18C
399,Male,23,66,1,18C
399,Male,23,68,1,18C
399,Male,23,87,1,18C
399,Female,24,59,1,18C
399,Female,24,81,1,18C
399,Female,24,84,1,18C
399,Male,24,87,1,18C
399,Male,24,95,1,18C
399,Male,24,98,1,18C
405,Female,1,.,4,18C
405,Female,1,71,4,18C
405,Female,1,81,4,18C
405,Male,1,.,4,18C
405,Male,1,60,4,18C
405,Male,1,81,4,18C
405,Female,2,.,4,18C
405,Female,2,21,4,18C
405,Female,2,113,4,18C
405,Male,2,46,4,18C
405,Male,2,53,4,18C
405,Male,2,109,4,18C
405,Female,3,67,4,18C
405,Female,3,74,4,18C
405,Female,3,81,4,18C
405,Male,3,4,4,18C
405,Male,3,55,4,18C
405,Male,3,63,4,18C
405,Female,4,.,4,18C
405,Female,4,61,4,18C
405,Female,4,69,4,18C
405,Male,4,4,4,18C
405,Male,4,.,4,18C
405,Male,4,110,4,18C
405,Female,5,88,4,18C
405,Female,5,89,4,18C
405,Female,5,99,4,18C
405,Male,5,53,4,18C
405,Male,5,55,4,18C
405,Male,5,92,4,18C
405,Female,6,53,4,18C
405,Female,6,85,4,18C
405,Female,6,110,4,18C
405,Male,6,68,4,18C
405,Male,6,82,4,18C
405,Male,6,95,4,18C
405,Female,7,.,4,18C
405,Female,7,67,4,18C
405,Female,7,81,4,18C
405,Male,7,.,4,18C
405,Male,7,56,4,18C
405,Male,7,84,4,18C
405,Female,8,74,4,18C
405,Female,8,81,4,18C
405,Female,8,109,4,18C
405,Male,8,64,4,18C
405,Male,8,81,4,18C
405,Male,8,95,4,18C
405,Female,9,60,4,18C
405,Female,9,60,4,18C
405,Female,9,88,4,18C
405,Male,9,53,4,18C
405,Male,9,60,4,18C
405,Male,9,88,4,18C
405,Female,10,35,4,18C
405,Female,10,61,4,18C
405,Female,10,69,4,18C
405,Male,10,55,4,18C
405,Male,10,83,4,18C
405,Male,10,95,4,18C
405,Female,11,55,4,18C
405,Female,11,60,4,18C
405,Female,11,74,4,18C
405,Male,11,64,4,18C
405,Male,11,.,4,18C
405,Male,11,109,4,18C
405,Female,12,35,4,18C
405,Female,12,39,4,18C
405,Female,12,74,4,18C
405,Male,12,39,4,18C
405,Male,12,88,4,18C
405,Male,12,90,4,18C
405,Female,13,75,4,18C
405,Female,13,68,4,18C
405,Female,13,1,4,18C
405,Male,13,118,4,18C
405,Male,13,67,4,18C
405,Male,13,40,4,18C
405,Female,14,.,4,18C
405,Female,14,71,4,18C
405,Female,14,70,4,18C
405,Male,14,98,4,18C
405,Male,14,42,4,18C
405,Male,14,3,4,18C
405,Female,15,90,4,18C
405,Female,15,83,4,18C
405,Female,15,67,4,18C
405,Male,15,92,4,18C
405,Male,15,88,4,18C
405,Male,15,68,4,18C
405,Female,16,88,4,18C
405,Female,16,54,4,18C
405,Female,16,40,4,18C
405,Male,16,90,4,18C
405,Male,16,61,4,18C
405,Male,16,40,4,18C
405,Female,17,89,4,18C
405,Female,17,85,4,18C
405,Female,17,84,4,18C
405,Male,17,98,4,18C
405,Male,17,89,4,18C
405,Male,17,29,4,18C
405,Female,18,71,4,18C
405,Female,18,54,4,18C
405,Female,18,11,4,18C
405,Male,18,102,4,18C
405,Male,18,75,4,18C
405,Male,18,.,4,18C
405,Female,19,.,4,18C
405,Female,19,.,4,18C
405,Female,19,.,4,18C
405,Male,19,.,4,18C
405,Male,19,.,4,18C
405,Male,19,.,4,18C
405,Female,20,.,4,18C
405,Female,20,78,4,18C
405,Female,20,70,4,18C
405,Male,20,85,4,18C
405,Male,20,85,4,18C
405,Male,20,64,4,18C
405,Female,21,95,4,18C
405,Female,21,91,4,18C
405,Female,21,.,4,18C
405,Male,21,132,4,18C
405,Male,21,91,4,18C
405,Male,21,.,4,18C
405,Female,22,99,4,18C
405,Female,22,74,4,18C
405,Female,22,11,4,18C
405,Male,22,76,4,18C
405,Male,22,69,4,18C
405,Male,22,62,4,18C
405,Female,23,62,4,18C
405,Female,23,47,4,18C
405,Female,23,7,4,18C
405,Male,23,110,4,18C
405,Male,23,.,4,18C
405,Male,23,5,4,18C
405,Female,24,98,4,18C
405,Female,24,92,4,18C
405,Female,24,.,4,18C
405,Male,24,92,4,18C
405,Male,24,77,4,18C
405,Male,24,62,4,18C
406,Female,1,103,4,18C
406,Female,1,.,4,18C
406,Female,1,104,4,18C
406,Male,1,60,4,18C
406,Male,1,81,4,18C
406,Male,1,.,4,18C
406,Female,2,12,4,18C
406,Female,2,60,4,18C
406,Female,2,71,4,18C
406,Male,2,4,4,18C
406,Male,2,47,4,18C
406,Male,2,95,4,18C
406,Female,3,40,4,18C
406,Female,3,48,4,18C
406,Female,3,62,4,18C
406,Male,3,74,4,18C
406,Male,3,92,4,18C
406,Male,3,102,4,18C
406,Female,4,12,4,18C
406,Female,4,53,4,18C
406,Female,4,57,4,18C
406,Male,4,60,4,18C
406,Male,4,.,4,18C
406,Male,4,104,4,18C
406,Female,5,.,4,18C
406,Female,5,75,4,18C
406,Female,5,83,4,18C
406,Male,5,74,4,18C
406,Male,5,.,4,18C
406,Male,5,130,4,18C
406,Female,6,68,4,18C
406,Female,6,74,4,18C
406,Female,6,89,4,18C
406,Male,6,.,4,18C
406,Male,6,95,4,18C
406,Male,6,109,4,18C
406,Female,7,74,4,18C
406,Female,7,75,4,18C
406,Female,7,81,4,18C
406,Male,7,41,4,18C
406,Male,7,.,4,18C
406,Male,7,98,4,18C
406,Female,8,81,4,18C
406,Female,8,88,4,18C
406,Female,8,92,4,18C
406,Male,8,82,4,18C
406,Male,8,.,4,18C
406,Male,8,116,4,18C
406,Female,9,74,4,18C
406,Female,9,88,4,18C
406,Female,9,90,4,18C
406,Male,9,67,4,18C
406,Male,9,88,4,18C
406,Male,9,90,4,18C
406,Female,10,95,4,18C
406,Female,10,120,4,18C
406,Female,10,127,4,18C
406,Male,10,83,4,18C
406,Male,10,92,4,18C
406,Male,10,103,4,18C
406,Female,11,67,4,18C
406,Female,11,67,4,18C
406,Female,11,117,4,18C
406,Male,11,47,4,18C
406,Male,11,50,4,18C
406,Male,11,60,4,18C
406,Female,12,35,4,18C
406,Female,12,62,4,18C
406,Female,12,62,4,18C
406,Male,12,39,4,18C
406,Male,12,.,4,18C
406,Male,12,84,4,18C
406,Female,13,57,4,18C
406,Female,13,49,4,18C
406,Female,13,41,4,18C
406,Male,13,68,4,18C
406,Male,13,46,4,18C
406,Male,13,11,4,18C
406,Female,14,67,4,18C
406,Female,14,64,4,18C
406,Female,14,46,4,18C
406,Male,14,127,4,18C
406,Male,14,120,4,18C
406,Male,14,67,4,18C
406,Female,15,63,4,18C
406,Female,15,40,4,18C
406,Female,15,3,4,18C
406,Male,15,40,4,18C
406,Male,15,35,4,18C
406,Male,15,3,4,18C
406,Female,16,.,4,18C
406,Female,16,50,4,18C
406,Female,16,1,4,18C
406,Male,16,111,4,18C
406,Male,16,40,4,18C
406,Male,16,32,4,18C
406,Female,17,42,4,18C
406,Female,17,11,4,18C
406,Female,17,11,4,18C
406,Male,17,119,4,18C
406,Male,17,98,4,18C
406,Male,17,40,4,18C
406,Female,18,68,4,18C
406,Female,18,55,4,18C
406,Female,18,46,4,18C
406,Male,18,113,4,18C
406,Male,18,7,4,18C
406,Male,18,.,4,18C
406,Female,19,64,4,18C
406,Female,19,56,4,18C
406,Female,19,46,4,18C
406,Male,19,67,4,18C
406,Male,19,64,4,18C
406,Male,19,63,4,18C
406,Female,20,91,4,18C
406,Female,20,68,4,18C
406,Female,20,56,4,18C
406,Male,20,109,4,18C
406,Male,20,42,4,18C
406,Male,20,35,4,18C
406,Female,21,69,4,18C
406,Female,21,67,4,18C
406,Female,21,62,4,18C
406,Male,21,75,4,18C
406,Male,21,68,4,18C
406,Male,21,.,4,18C
406,Female,22,67,4,18C
406,Female,22,63,4,18C
406,Female,22,.,4,18C
406,Male,22,89,4,18C
406,Male,22,.,4,18C
406,Male,22,40,4,18C
406,Female,23,.,4,18C
406,Female,23,.,4,18C
406,Female,23,.,4,18C
406,Male,23,.,4,18C
406,Male,23,.,4,18C
406,Male,23,.,4,18C
406,Female,24,122,4,18C
406,Female,24,66,4,18C
406,Female,24,.,4,18C
406,Male,24,73,4,18C
406,Male,24,.,4,18C
406,Male,24,68,4,18C
409,Female,1,60,2,18C
409,Female,1,81,2,18C
409,Female,1,126,2,18C
409,Male,1,17,2,18C
409,Male,1,31,2,18C
409,Male,1,38,2,18C
409,Female,2,50,2,18C
409,Female,2,66,2,18C
409,Female,2,76,2,18C
409,Male,2,45,2,18C
409,Male,2,45,2,18C
409,Male,2,47,2,18C
409,Female,3,24,2,18C
409,Female,3,88,2,18C
409,Female,3,101,2,18C
409,Male,3,41,2,18C
409,Male,3,47,2,18C
409,Male,3,.,2,18C
409,Female,4,45,2,18C
409,Female,4,63,2,18C
409,Female,4,89,2,18C
409,Male,4,31,2,18C
409,Male,4,50,2,18C
409,Male,4,.,2,18C
409,Female,5,11,2,18C
409,Female,5,39,2,18C
409,Female,5,91,2,18C
409,Male,5,44,2,18C
409,Male,5,54,2,18C
409,Male,5,.,2,18C
409,Female,6,48,2,18C
409,Female,6,81,2,18C
409,Female,6,.,2,18C
409,Male,6,44,2,18C
409,Male,6,48,2,18C
409,Male,6,60,2,18C
409,Female,7,67,2,18C
409,Female,7,67,2,18C
409,Female,7,85,2,18C
409,Male,7,48,2,18C
409,Male,7,60,2,18C
409,Male,7,63,2,18C
409,Female,8,19,2,18C
409,Female,8,89,2,18C
409,Female,8,.,2,18C
409,Male,8,57,2,18C
409,Male,8,60,2,18C
409,Male,8,67,2,18C
409,Female,9,81,2,18C
409,Female,9,96,2,18C
409,Female,9,98,2,18C
409,Male,9,50,2,18C
409,Male,9,67,2,18C
409,Male,9,.,2,18C
409,Female,10,53,2,18C
409,Female,10,68,2,18C
409,Female,10,74,2,18C
409,Male,10,44,2,18C
409,Male,10,54,2,18C
409,Male,10,63,2,18C
409,Female,11,68,2,18C
409,Female,11,95,2,18C
409,Female,11,.,2,18C
409,Male,11,67,2,18C
409,Male,11,70,2,18C
409,Male,11,71,2,18C
409,Female,12,48,2,18C
409,Female,12,75,2,18C
409,Female,12,81,2,18C
409,Male,12,60,2,18C
409,Male,12,68,2,18C
409,Male,12,.,2,18C
409,Female,13,24,2,18C
409,Female,13,45,2,18C
409,Female,13,89,2,18C
409,Male,13,40,2,18C
409,Male,13,42,2,18C
409,Male,13,42,2,18C
409,Female,14,66,2,18C
409,Female,14,88,2,18C
409,Female,14,91,2,18C
409,Male,14,31,2,18C
409,Male,14,41,2,18C
409,Male,14,52,2,18C
409,Female,15,38,2,18C
409,Female,15,91,2,18C
409,Female,15,91,2,18C
409,Male,15,38,2,18C
409,Male,15,52,2,18C
409,Male,15,55,2,18C
409,Female,16,53,2,18C
409,Female,16,101,2,18C
409,Female,16,101,2,18C
409,Male,16,38,2,18C
409,Male,16,47,2,18C
409,Male,16,54,2,18C
409,Female,17,52,2,18C
409,Female,17,66,2,18C
409,Female,17,74,2,18C
409,Male,17,38,2,18C
409,Male,17,56,2,18C
409,Male,17,.,2,18C
409,Female,18,46,2,18C
409,Female,18,61,2,18C
409,Female,18,74,2,18C
409,Male,18,46,2,18C
409,Male,18,53,2,18C
409,Male,18,.,2,18C
409,Female,19,32,2,18C
409,Female,19,78,2,18C
409,Female,19,109,2,18C
409,Male,19,43,2,18C
409,Male,19,46,2,18C
409,Male,19,46,2,18C
409,Female,20,60,2,18C
409,Female,20,105,2,18C
409,Female,20,131,2,18C
409,Male,20,48,2,18C
409,Male,20,49,2,18C
409,Male,20,50,2,18C
409,Female,21,15,2,18C
409,Female,21,103,2,18C
409,Female,21,.,2,18C
409,Male,21,34,2,18C
409,Male,21,36,2,18C
409,Male,21,39,2,18C
409,Female,22,70,2,18C
409,Female,22,78,2,18C
409,Female,22,81,2,18C
409,Male,22,13,2,18C
409,Male,22,32,2,18C
409,Male,22,.,2,18C
409,Female,23,64,2,18C
409,Female,23,77,2,18C
409,Female,23,78,2,18C
409,Male,23,40,2,18C
409,Male,23,43,2,18C
409,Male,23,46,2,18C
409,Female,24,75,2,18C
409,Female,24,78,2,18C
409,Female,24,81,2,18C
409,Male,24,39,2,18C
409,Male,24,50,2,18C
409,Male,24,60,2,18C
426,Female,1,62,3,18C
426,Female,1,110,3,18C
426,Female,1,112,3,18C
426,Male,1,101,3,18C
426,Male,1,132,3,18C
426,Male,1,.,3,18C
426,Female,2,63,3,18C
426,Female,2,83,3,18C
426,Female,2,123,3,18C
426,Male,2,109,3,18C
426,Male,2,118,3,18C
426,Male,2,126,3,18C
426,Female,3,98,3,18C
426,Female,3,101,3,18C
426,Female,3,.,3,18C
426,Male,3,95,3,18C
426,Male,3,124,3,18C
426,Male,3,.,3,18C
426,Female,4,84,3,18C
426,Female,4,101,3,18C
426,Female,4,.,3,18C
426,Male,4,130,3,18C
426,Male,4,132,3,18C
426,Male,4,.,3,18C
426,Female,5,42,3,18C
426,Female,5,112,3,18C
426,Female,5,116,3,18C
426,Male,5,36,3,18C
426,Male,5,48,3,18C
426,Male,5,129,3,18C
426,Female,6,115,3,18C
426,Female,6,123,3,18C
426,Female,6,.,3,18C
426,Male,6,101,3,18C
426,Male,6,112,3,18C
426,Male,6,.,3,18C
426,Female,7,87,3,18C
426,Female,7,110,3,18C
426,Female,7,129,3,18C
426,Male,7,101,3,18C
426,Male,7,139,3,18C
426,Male,7,.,3,18C
426,Female,8,42,3,18C
426,Female,8,78,3,18C
426,Female,8,102,3,18C
426,Male,8,79,3,18C
426,Male,8,123,3,18C
426,Male,8,.,3,18C
426,Female,9,105,3,18C
426,Female,9,106,3,18C
426,Female,9,108,3,18C
426,Male,9,95,3,18C
426,Male,9,127,3,18C
426,Male,9,.,3,18C
426,Female,10,43,3,18C
426,Female,10,105,3,18C
426,Female,10,106,3,18C
426,Male,10,106,3,18C
426,Male,10,127,3,18C
426,Male,10,.,3,18C
426,Female,11,88,3,18C
426,Female,11,98,3,18C
426,Female,11,102,3,18C
426,Male,11,87,3,18C
426,Male,11,98,3,18C
426,Male,11,106,3,18C
426,Female,12,25,3,18C
426,Female,12,91,3,18C
426,Female,12,.,3,18C
426,Male,12,130,3,18C
426,Male,12,133,3,18C
426,Male,12,137,3,18C
426,Female,13,68,3,18C
426,Female,13,109,3,18C
426,Female,13,119,3,18C
426,Male,13,116,3,18C
426,Male,13,129,3,18C
426,Male,13,.,3,18C
426,Female,14,98,3,18C
426,Female,14,108,3,18C
426,Female,14,119,3,18C
426,Male,14,94,3,18C
426,Male,14,129,3,18C
426,Male,14,136,3,18C
426,Female,15,115,3,18C
426,Female,15,115,3,18C
426,Female,15,.,3,18C
426,Male,15,115,3,18C
426,Male,15,116,3,18C
426,Male,15,144,3,18C
426,Female,16,34,3,18C
426,Female,16,101,3,18C
426,Female,16,117,3,18C
426,Male,16,129,3,18C
426,Male,16,130,3,18C
426,Male,16,.,3,18C
426,Female,17,28,3,18C
426,Female,17,98,3,18C
426,Female,17,122,3,18C
426,Male,17,98,3,18C
426,Male,17,129,3,18C
426,Male,17,137,3,18C
426,Female,18,102,3,18C
426,Female,18,115,3,18C
426,Female,18,122,3,18C
426,Male,18,117,3,18C
426,Male,18,122,3,18C
426,Male,18,131,3,18C
426,Female,19,31,3,18C
426,Female,19,45,3,18C
426,Female,19,101,3,18C
426,Male,19,94,3,18C
426,Male,19,129,3,18C
426,Male,19,133,3,18C
426,Female,20,101,3,18C
426,Female,20,104,3,18C
426,Female,20,108,3,18C
426,Male,20,117,3,18C
426,Male,20,119,3,18C
426,Male,20,122,3,18C
426,Female,21,92,3,18C
426,Female,21,99,3,18C
426,Female,21,108,3,18C
426,Male,21,106,3,18C
426,Male,21,112,3,18C
426,Male,21,113,3,18C
426,Female,22,98,3,18C
426,Female,22,107,3,18C
426,Female,22,.,3,18C
426,Male,22,105,3,18C
426,Male,22,113,3,18C
426,Male,22,119,3,18C
426,Female,23,98,3,18C
426,Female,23,101,3,18C
426,Female,23,.,3,18C
426,Male,23,95,3,18C
426,Male,23,113,3,18C
426,Male,23,114,3,18C
426,Female,24,88,3,18C
426,Female,24,95,3,18C
426,Female,24,109,3,18C
426,Male,24,91,3,18C
426,Male,24,105,3,18C
426,Male,24,119,3,18C
427,Female,1,68,1,18C
427,Female,1,78,1,18C
427,Female,1,82,1,18C
427,Male,1,74,1,18C
427,Male,1,102,1,18C
427,Male,1,.,1,18C
427,Female,2,61,1,18C
427,Female,2,75,1,18C
427,Female,2,90,1,18C
427,Male,2,67,1,18C
427,Male,2,76,1,18C
427,Male,2,88,1,18C
427,Female,3,74,1,18C
427,Female,3,76,1,18C
427,Female,3,119,1,18C
427,Male,3,62,1,18C
427,Male,3,70,1,18C
427,Male,3,74,1,18C
427,Female,4,27,1,18C
427,Female,4,95,1,18C
427,Female,4,95,1,18C
427,Male,4,78,1,18C
427,Male,4,92,1,18C
427,Male,4,.,1,18C
427,Female,5,62,1,18C
427,Female,5,77,1,18C
427,Female,5,102,1,18C
427,Male,5,74,1,18C
427,Male,5,82,1,18C
427,Male,5,125,1,18C
427,Female,6,75,1,18C
427,Female,6,95,1,18C
427,Female,6,102,1,18C
427,Male,6,95,1,18C
427,Male,6,104,1,18C
427,Male,6,109,1,18C
427,Female,7,70,1,18C
427,Female,7,77,1,18C
427,Female,7,77,1,18C
427,Male,7,68,1,18C
427,Male,7,88,1,18C
427,Male,7,97,1,18C
427,Female,8,84,1,18C
427,Female,8,109,1,18C
427,Female,8,109,1,18C
427,Male,8,92,1,18C
427,Male,8,111,1,18C
427,Male,8,.,1,18C
427,Female,9,77,1,18C
427,Female,9,90,1,18C
427,Female,9,95,1,18C
427,Male,9,56,1,18C
427,Male,9,60,1,18C
427,Male,9,76,1,18C
427,Female,10,90,1,18C
427,Female,10,116,1,18C
427,Female,10,116,1,18C
427,Male,10,60,1,18C
427,Male,10,64,1,18C
427,Male,10,81,1,18C
427,Female,11,67,1,18C
427,Female,11,68,1,18C
427,Female,11,97,1,18C
427,Male,11,60,1,18C
427,Male,11,67,1,18C
427,Male,11,67,1,18C
427,Female,12,57,1,18C
427,Female,12,77,1,18C
427,Female,12,102,1,18C
427,Male,12,67,1,18C
427,Male,12,116,1,18C
427,Male,12,.,1,18C
427,Female,13,78,1,18C
427,Female,13,78,1,18C
427,Female,13,.,1,18C
427,Male,13,74,1,18C
427,Male,13,74,1,18C
427,Male,13,.,1,18C
427,Female,14,39,1,18C
427,Female,14,61,1,18C
427,Female,14,74,1,18C
427,Male,14,39,1,18C
427,Male,14,99,1,18C
427,Male,14,103,1,18C
427,Female,15,25,1,18C
427,Female,15,61,1,18C
427,Female,15,99,1,18C
